Product ID,Brand,Product Name,Nano-hydroxyapatite,Hydroxyapatite,Potassium Nitrate,Arginine,Xylitol,CPC,Chlorhexidine,Baking Soda,Activated Charcoal,Essential Oils,Titanium Dioxide,Artificial Colors,Artificial Sweeteners,Alcohol-Free,Recyclable Packaging,Plastic-Free Packaging,Subscription Available,Basis
SEN006,Sensodyne,Rapid Relief,No / not indicated,No / not indicated,No (stannous fluoride used as desensitizer instead),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Yes (confirmed),Not confirmed,Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
SEN007,Sensodyne,Rapid Relief Extra Fresh,No / not indicated,No / not indicated,No (stannous fluoride used as desensitizer instead),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Yes (confirmed),Not confirmed,Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
SEN008,Sensodyne,Complete Protection,No / not indicated,No / not indicated,Likely Yes (typical for sodium-fluoride sensitivity lines),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Yes (confirmed),Not confirmed,Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
SEN009,Sensodyne,Extra Whitening,No / not indicated,No / not indicated,Yes (confirmed),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Yes (confirmed),Not confirmed,Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
SEN010,Sensodyne,Clinical White,No / not indicated,No / not indicated,Yes (confirmed),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Yes (confirmed),Not confirmed,Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
SEN011,Sensodyne,Sensitivity & Gum,No / not indicated,No / not indicated,Likely Yes (typical for sodium-fluoride sensitivity lines),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Yes (confirmed),Not confirmed,Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
SEN012,Sensodyne,Fresh Mint (Original),No / not indicated,No / not indicated,Likely Yes (typical for sodium-fluoride sensitivity lines),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Yes (confirmed),Not confirmed,Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
PAR001,Parodontax,Complete Protection,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Not confirmed,Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
PAR002,Parodontax,Extra Fresh,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Not confirmed,Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
PAR003,Parodontax,Whitening,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Not confirmed,Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
PAR004,Parodontax,Daily Gum Care,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Not confirmed,Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
PAR005,Parodontax,Active Gum Repair,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Not confirmed,Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
PAR006,Parodontax,Gum Health & Sensitivity,No / not indicated,No / not indicated,No (stannous fluoride used as desensitizer instead),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Not confirmed,Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
AQU001,Aquafresh,Triple Protection,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Likely Yes (colored gel/stripe formula),Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
AQU002,Aquafresh,Extreme Clean Whitening,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Likely Yes (colored gel/stripe formula),Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
AQU003,Aquafresh,Sensitive Maximum Strength,No / not indicated,No / not indicated,Likely Yes (typical for sodium-fluoride sensitivity lines),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Likely Yes (colored gel/stripe formula),Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
AQU004,Aquafresh,Multi-Action Whitening,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Likely Yes (colored gel/stripe formula),Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
AQU005,Aquafresh,Kids Mild Mint,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Likely Yes (colored gel/stripe formula),Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
AQU006,Aquafresh,Big Teeth Little Teeth,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Likely Yes (colored gel/stripe formula),Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
AQU007,Aquafresh,Advance Gum Protection,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Likely Yes (colored gel/stripe formula),Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
BIO001,Biotène,Dry Mouth Toothpaste Original,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Not confirmed,Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
BIO002,Biotène,Dry Mouth Toothpaste Fresh Mint,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Not confirmed,Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
BIO003,Biotène,Gentle Mint Fluoride Toothpaste,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Not confirmed,Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
BIO004,Biotène,Supreme Gum Health Toothpaste,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Not confirmed,Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
ELM001,Elmex,Caries Protection,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Not confirmed,Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)","Yes (Colgate-Palmolive HDPE recyclable tube rollout, confirmed)",No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
ELM002,Elmex,Sensitive Professional,No / not indicated,No / not indicated,Likely Yes (typical for sodium-fluoride sensitivity lines),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Not confirmed,Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)","Yes (Colgate-Palmolive HDPE recyclable tube rollout, confirmed)",No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
ELM003,Elmex,Gentle Whitening,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Not confirmed,Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)","Yes (Colgate-Palmolive HDPE recyclable tube rollout, confirmed)",No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
ELM004,Elmex,Junior (6-12 years),No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Not confirmed,Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)","Yes (Colgate-Palmolive HDPE recyclable tube rollout, confirmed)",No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
ELM005,Elmex,Erosion Protection,No / not indicated,No / not indicated,Likely Yes (typical for sodium-fluoride sensitivity lines),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Not confirmed,Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)","Yes (Colgate-Palmolive HDPE recyclable tube rollout, confirmed)",No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
ELM006,Elmex,Anti-Bacterial Gum Protection,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Not confirmed,Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)","Yes (Colgate-Palmolive HDPE recyclable tube rollout, confirmed)",No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
MER001,Meridol,Gum Protection Toothpaste,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Not confirmed,Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)","Yes (Colgate-Palmolive HDPE recyclable tube rollout, confirmed)",No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
MER002,Meridol,Halitosis Toothpaste,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Not confirmed,Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)","Yes (Colgate-Palmolive HDPE recyclable tube rollout, confirmed)",No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
MER003,Meridol,Sensitive Teeth Toothpaste,No / not indicated,No / not indicated,No (stannous fluoride used as desensitizer instead),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Not confirmed,Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)","Yes (Colgate-Palmolive HDPE recyclable tube rollout, confirmed)",No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
MER004,Meridol,Gum Protection Whitening,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Not confirmed,Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)","Yes (Colgate-Palmolive HDPE recyclable tube rollout, confirmed)",No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
TOM001,Tom's of Maine,Whole Care Anticavity,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Yes,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,Yes,No / brand markets as TiO2-free,No,No,"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)","Yes (Colgate-Palmolive HDPE recyclable tube rollout, confirmed)",No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
TOM002,Tom's of Maine,Simply White Clean Mint,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Yes,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,Yes,No / brand markets as TiO2-free,No,No,"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)","Yes (Colgate-Palmolive HDPE recyclable tube rollout, confirmed)",No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
TOM003,Tom's of Maine,Rapid Relief Sensitive,No / not indicated,No / not indicated,Likely Yes (typical for sodium-fluoride sensitivity lines),Yes (confirmed - arginine bicarbonate),Yes,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,Yes,No / brand markets as TiO2-free,No,No,"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)","Yes (Colgate-Palmolive HDPE recyclable tube rollout, confirmed)",No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
TOM004,Tom's of Maine,Wicked Fresh! Cool Peppermint,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Yes,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,Yes,No / brand markets as TiO2-free,No,No,"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)","Yes (Colgate-Palmolive HDPE recyclable tube rollout, confirmed)",No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
TOM005,Tom's of Maine,Antiplaque & Whitening,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Yes,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,Yes,No / brand markets as TiO2-free,No,No,"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)","Yes (Colgate-Palmolive HDPE recyclable tube rollout, confirmed)",No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
TOM006,Tom's of Maine,Fluoride-Free Anticavity,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Yes,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,Yes,No / brand markets as TiO2-free,No,No,"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)","Yes (Colgate-Palmolive HDPE recyclable tube rollout, confirmed)",No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
TOM007,Tom's of Maine,Kids Natural Silly Strawberry,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Yes,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,Yes,No / brand markets as TiO2-free,No,No,"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)","Yes (Colgate-Palmolive HDPE recyclable tube rollout, confirmed)",No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
TOM008,Tom's of Maine,Clean & Gentle Whitening,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Yes,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,Yes,No / brand markets as TiO2-free,No,No,"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)","Yes (Colgate-Palmolive HDPE recyclable tube rollout, confirmed)",No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
TOM009,Tom's of Maine,Coconut Oil Cavity Protection,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Yes,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,Yes,No / brand markets as TiO2-free,No,No,"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)","Yes (Colgate-Palmolive HDPE recyclable tube rollout, confirmed)",No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
TOM010,Tom's of Maine,Charcoal Whitening,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Yes,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,Yes,Yes,No / brand markets as TiO2-free,No,No,"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)","Yes (Colgate-Palmolive HDPE recyclable tube rollout, confirmed)",No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
HEL001,Hello Products,Antiplaque & Whitening Fluoride Toothpaste,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Yes,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,Yes,No / brand markets as TiO2-free,No,No,"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)","Yes (Colgate-Palmolive HDPE recyclable tube rollout, confirmed)",No / standard plastic tube,Yes (brand DTC site),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
HEL002,Hello Products,Naturally Whitening Fluoride-Free Charcoal,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Yes,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,Yes,Yes,No / brand markets as TiO2-free,No,No,"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)","Yes (Colgate-Palmolive HDPE recyclable tube rollout, confirmed)",No / standard plastic tube,Yes (brand DTC site),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
HEL003,Hello Products,Kids Fluoride-Free Strawberry,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Yes,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,Yes,No / brand markets as TiO2-free,No,No,"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)","Yes (Colgate-Palmolive HDPE recyclable tube rollout, confirmed)",No / standard plastic tube,Yes (brand DTC site),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
